1||1:05:08 PM||Натиснуто play||11:05:09
2||1:05:11 PM||Натиснуто start||11:05:11
3||1:05:12 PM||Великий квадрат торкнувся нижньої стінки||11:05:12
4||1:05:12 PM||Крок анімації||11:05:12
5||1:05:12 PM||Крок анімації||11:05:12
6||1:05:12 PM||Крок анімації||11:05:12
7||1:05:12 PM||Крок анімації||11:05:12
8||1:05:12 PM||Крок анімації||11:05:12
9||1:05:12 PM||Крок анімації||11:05:12
10||1:05:12 PM||Крок анімації||11:05:12
11||1:05:12 PM||Крок анімації||11:05:12
12||1:05:12 PM||Крок анімації||11:05:12
13||1:05:12 PM||Крок анімації||11:05:12
14||1:05:12 PM||Крок анімації||11:05:12
15||1:05:12 PM||Крок анімації||11:05:12
16||1:05:12 PM||Крок анімації||11:05:12
17||1:05:12 PM||Крок анімації||11:05:12
18||1:05:12 PM||Крок анімації||11:05:12
19||1:05:12 PM||Крок анімації||11:05:12
20||1:05:12 PM||Крок анімації||11:05:12
21||1:05:12 PM||Крок анімації||11:05:12
22||1:05:12 PM||Крок анімації||11:05:12
23||1:05:12 PM||Крок анімації||11:05:12
24||1:05:12 PM||Крок анімації||11:05:12
25||1:05:12 PM||Крок анімації||11:05:12
26||1:05:12 PM||Крок анімації||11:05:12
27||1:05:12 PM||Крок анімації||11:05:12
28||1:05:12 PM||Крок анімації||11:05:12
29||1:05:12 PM||Крок анімації||11:05:12
30||1:05:12 PM||Крок анімації||11:05:12
31||1:05:12 PM||Крок анімації||11:05:12
32||1:05:12 PM||Крок анімації||11:05:12
33||1:05:12 PM||Крок анімації||11:05:12
34||1:05:12 PM||Крок анімації||11:05:12
35||1:05:12 PM||Крок анімації||11:05:12
36||1:05:12 PM||Крок анімації||11:05:12
37||1:05:12 PM||Крок анімації||11:05:12
38||1:05:12 PM||Крок анімації||11:05:12
39||1:05:12 PM||Крок анімації||11:05:12
40||1:05:12 PM||Крок анімації||11:05:12
41||1:05:12 PM||Крок анімації||11:05:12
42||1:05:12 PM||Крок анімації||11:05:12
43||1:05:12 PM||Крок анімації||11:05:12
44||1:05:12 PM||Крок анімації||11:05:12
45||1:05:12 PM||Крок анімації||11:05:12
46||1:05:12 PM||Крок анімації||11:05:12
47||1:05:12 PM||Крок анімації||11:05:12
48||1:05:12 PM||Крок анімації||11:05:12
49||1:05:13 PM||Крок анімації||11:05:13
50||1:05:13 PM||Крок анімації||11:05:13
51||1:05:13 PM||Крок анімації||11:05:13
52||1:05:13 PM||Крок анімації||11:05:13
53||1:05:13 PM||Крок анімації||11:05:13
54||1:05:13 PM||Крок анімації||11:05:13
55||1:05:13 PM||Крок анімації||11:05:13
56||1:05:13 PM||Крок анімації||11:05:13
57||1:05:13 PM||Крок анімації||11:05:13
58||1:05:13 PM||Крок анімації||11:05:13
59||1:05:13 PM||Крок анімації||11:05:13
60||1:05:13 PM||Крок анімації||11:05:13
61||1:05:13 PM||Крок анімації||11:05:13
62||1:05:13 PM||Крок анімації||11:05:13
63||1:05:13 PM||Крок анімації||11:05:13
64||1:05:13 PM||Крок анімації||11:05:13
65||1:05:13 PM||Крок анімації||11:05:13
66||1:05:13 PM||Крок анімації||11:05:13
67||1:05:13 PM||Крок анімації||11:05:13
68||1:05:13 PM||Крок анімації||11:05:13
69||1:05:13 PM||Крок анімації||11:05:13
70||1:05:13 PM||Крок анімації||11:05:13
71||1:05:13 PM||Крок анімації||11:05:13
72||1:05:13 PM||Крок анімації||11:05:13
73||1:05:13 PM||Крок анімації||11:05:13
74||1:05:13 PM||Крок анімації||11:05:13
75||1:05:13 PM||Крок анімації||11:05:13
76||1:05:13 PM||Крок анімації||11:05:13
77||1:05:13 PM||Крок анімації||11:05:13
